record,name,selling_price,model_year,vehicle_age,km_driven,seats,fuel_type,seller_type,transmission,owner,mileage,engine,max_power,brand
4802,Mahindra Scorpio Intelli Hybrid S6 Plus,891000,2017,4,80000,7,4,1,2,1,15.4,2179,120,Mahindra
4803,Hyundai Grand i10 Magna,425000,2016,5,30000,5,3,1,2,1,18.9,1197,82,Hyundai
4804,Mahindra XUV500 W6 2WD,1200000,2015,6,10000,7,4,1,2,1,15.1,2179,140,Mahindra
4805,Hyundai EON Sportz,380000,2018,3,25000,5,3,1,2,1,21.1,814,55,Hyundai
4806,Mahindra XUV500 W8 4WD,550000,2012,9,130000,7,4,1,2,1,15.1,2179,140,Mahindra
4807,Mahindra XUV500 W6 2WD,780000,2014,7,69000,7,4,2,2,1,15.1,2179,140,Mahindra
4808,Hyundai i10 Sportz,348000,2014,7,23000,5,3,1,2,2,20.36,1197,78,Hyundai
4809,Mahindra Scorpio VLX 2WD AIRBAG BSIV,450000,2011,10,90000,8,4,1,2,3,12.05,2179,120,Mahindra
4810,Maruti Omni MPI STD BSIV,240000,2016,5,40000,5,3,1,2,1,16.8,796,34,Maruti
4811,Maruti Swift ZXI BSIII,120000,2006,15,44000,5,3,1,2,2,16.1,1298,88,Maruti
4812,Ford Ecosport 1.5 Diesel Titanium,725000,2016,5,30000,5,4,1,2,1,21.7,1498,98,Ford
4813,Toyota Etios VX,625000,2017,4,25538,5,3,3,2,1,16.78,1496,88,Toyota
4814,Datsun GO Anniversary Edition,385000,2017,4,30000,5,3,1,2,1,20.63,1198,67,Datsun
4815,Mahindra Thar CRDe,850000,2018,3,15000,6,4,1,2,2,16.55,2498,105,Mahindra
4816,Nissan Sunny XL,320000,2012,9,70000,5,3,1,2,2,16.95,1498,97,Nissan
4817,Maruti Ritz VXi,350000,2014,7,50000,5,3,1,2,1,18.5,1197,85,Maruti
4818,Hyundai i20 Active 1.4 SX with AVN,540000,2016,5,80000,5,4,1,2,3,21.19,1396,88,Hyundai
4819,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,650000,2006,15,40000,5,3,1,2,1,11.7,1796,178,Mercedes-Benz
4820,Mahindra Bolero 2011-2019 SLX,550000,2013,8,60000,7,4,1,2,1,15.96,2523,62,Mahindra
4821,Mitsubishi Pajero Sport 4X4,1700000,2015,6,39000,7,4,1,2,1,13.5,2477,175,Mitsubishi
4822,Mahindra Scorpio S10 7 Seater,1100000,2016,5,60000,7,4,1,2,1,15.4,2179,120,Mahindra
4823,Nissan Terrano XL 85 PS,450000,2014,7,82000,5,4,1,2,2,20.45,1461,83,Nissan
4824,Ford Ikon 1.3 Flair,120000,2005,16,90000,5,3,1,2,2,13.8,1299,70,Ford
4825,Maruti Swift Dzire VDI,605000,2017,4,127000,5,4,1,2,1,28.4,1248,74,Maruti
4826,Ford Figo Diesel Titanium,250000,2011,10,78562,5,4,2,2,1,20,1399,68,Ford
4827,Hyundai i20 Active 1.4 SX with AVN,750000,2016,5,40000,5,4,1,2,1,21.19,1396,88,Hyundai
4828,Tata Indigo CS LX (TDI) BS-III,250000,2015,6,80000,5,4,1,2,2,19.09,1405,69,Tata
4829,Mahindra Bolero 2011-2019 DI - AC BS III,700000,2017,4,70000,9,4,1,2,1,15.96,2523,63,Mahindra
4830,Skoda Rapid 1.5 TDI Ambition,370000,2014,7,120000,5,4,1,2,2,21.14,1498,103,Skoda
4831,Hyundai EON Magna Optional,290000,2013,8,40000,5,3,1,2,2,21.1,814,55,Hyundai
4832,Maruti Zen Estilo LX BSIV,300000,2011,10,40000,5,3,1,2,3,19,998,67,Maruti
4833,Volvo XC40 D4 Inscription BSIV,3800000,2019,2,20000,5,4,1,1,1,18,1969,190,Volvo
4834,Maruti Swift VDI Optional,580000,2017,4,30000,5,4,1,2,1,25.2,1248,74,Maruti
4835,Honda City i DTEC S,615000,2015,6,120000,5,4,1,2,2,26,1498,98,Honda
4836,Mahindra Bolero 2011-2019 SLX,420000,2012,9,50000,7,4,1,2,1,15.96,2523,62,Mahindra
4837,Maruti Swift Dzire VDI,420000,2014,7,80000,5,4,1,2,1,23.4,1248,74,Maruti
4838,Maruti Swift VDI BSIV,580000,2016,5,100000,5,4,1,2,1,25.2,1248,74,Maruti
4839,Hyundai Verna CRDi 1.6 AT SX Plus,1000000,2018,3,30000,5,4,1,1,1,22,1582,126,Hyundai
4840,Honda Jazz VX,550000,2016,5,56494,5,3,3,2,1,18.2,1199,88,Honda
4841,Honda Amaze VX Diesel BSIV,670000,2018,3,93000,5,4,1,2,1,27.4,1498,98,Honda
4842,Maruti Swift LDI,495000,2015,6,59292,5,4,2,2,1,28.4,1248,74,Maruti
4843,Hyundai i20 Magna 1.2,600000,2016,5,10000,5,3,1,2,1,18.6,1197,81,Hyundai
4844,Ford Figo Diesel EXI,300000,2011,10,80000,5,4,1,2,1,20,1399,68,Ford
4845,Mercedes-Benz B Class B200 CDI Sport,2051000,2015,6,35000,5,4,2,1,2,19.7,2143,134,Mercedes-Benz
4846,Maruti Alto LXi BSIII,112999,2008,13,80000,5,3,1,2,3,19.7,796,46,Maruti
4847,Renault KWID 1.0 RXT BSIV,220000,2019,2,90000,5,3,1,2,1,23.01,999,67,Renault
4848,Volkswagen Vento Diesel Highline,375000,2011,10,69000,5,4,1,2,2,20.54,1598,103,Volkswagen
4849,Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,150000,2011,10,70000,5,3,1,2,2,16.5,1172,65,Tata
4850,Tata Tiago NRG Petrol,550000,2019,2,10000,5,3,1,2,1,24,1199,83,Tata
4851,Maruti Vitara Brezza ZDi Plus Dual Tone,700000,2016,5,110000,5,4,1,2,2,24.3,1248,88,Maruti
4852,Tata Indigo GLX,150000,2011,10,150000,5,3,1,2,1,12.8,1396,85,Tata
4853,Maruti Swift ZXI Plus,695000,2018,3,40000,5,3,1,2,1,22,1197,81,Maruti
4854,Toyota Etios Cross 1.4L GD,425000,2014,7,50000,5,4,1,2,1,23.59,1364,67,Toyota
4855,Hyundai Elantra S,805000,2016,5,49900,5,3,2,2,1,16.3,1797,147,Hyundai
4856,Maruti Ritz VXi,320000,2012,9,40000,5,3,1,2,1,18.5,1197,85,Maruti
4857,Tata Tigor 1.2 Revotron XZ Option,550000,2018,3,23000,5,3,1,2,1,20.3,1199,84,Tata
4858,Mahindra Scorpio EX,600000,2013,8,70000,8,4,1,2,3,14,2523,75,Mahindra
4859,Hyundai i20 1.2 Asta,700000,2018,3,6000,5,3,1,2,1,18.6,1197,81,Hyundai
4860,Tata Indigo LX,130000,2010,11,120000,5,4,1,2,1,17,1405,70,Tata
4861,Renault Duster 110PS Diesel RxL,400000,2014,7,123000,5,4,1,2,1,19.01,1461,108,Renault
4862,Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,110000,2008,13,48676,8,3,1,2,1,19.7,796,35,Maruti
4863,Maruti Swift ZXI 2018,750000,2018,3,15000,5,3,2,2,1,22,1197,81,Maruti
4864,Maruti Wagon R LXI BSIII,150000,2006,15,50000,5,3,1,2,3,14,1061,64,Maruti
4865,Maruti Alto 800 VXI,310000,2017,4,35000,5,3,1,2,2,24.7,796,47,Maruti
4866,Hyundai i20 1.4 Sportz,650000,2017,4,32331,5,4,1,2,2,22.54,1396,88,Hyundai
4867,Maruti Swift Dzire VDI,700000,2019,2,30000,5,4,1,2,1,28.4,1248,74,Maruti
4868,Tata Zest Quadrajet 1.3 XM,400000,2015,6,35000,5,4,1,2,1,23,1248,88,Tata
4869,Maruti 800 AC BSIII,70000,2008,13,59400,4,3,1,2,4,16.1,796,37,Maruti
4870,Toyota Qualis FS B3,229999,2002,19,290000,10,4,1,2,1,13.1,2446,75,Toyota
4871,Volkswagen Polo Diesel Highline 1.2L,550000,2013,8,38000,5,4,1,2,1,22.07,1199,73,Volkswagen
4872,Tata Indigo CS eLX BS IV,259000,2012,9,35000,5,4,1,2,1,23.03,1396,69,Tata
4873,Renault Duster 85PS Diesel STD,575000,2017,4,96000,5,4,1,2,1,19.87,1461,83,Renault
4874,Hyundai Grand i10 CRDi Sportz,350000,2014,7,84784,5,4,2,2,1,24,1120,70,Hyundai
4875,Honda Brio V MT,250000,2012,9,97000,5,3,1,2,2,19.4,1198,86,Honda
4876,Maruti Swift Dzire VXI,459999,2016,5,60000,5,3,1,2,2,20.85,1197,83,Maruti
4877,Mahindra XUV500 W8 4WD,650000,2012,9,80000,7,4,1,2,3,15.1,2179,140,Mahindra
4878,Renault Duster 85PS Diesel RxL,570000,2014,7,40000,5,4,2,2,1,20.45,1461,83,Renault
4879,Mahindra Scorpio S11 BSIV,1465000,2018,3,110000,7,4,1,2,1,16.36,2179,140,Mahindra
4880,Mahindra Bolero 2011-2019 ZLX,600000,2015,6,80000,7,4,1,2,1,15.96,2523,62,Mahindra
4881,Maruti Wagon R VXI Minor,150000,2007,14,70000,5,3,1,2,3,18.9,1061,67,Maruti
4882,Jaguar XF 2.0 Diesel Portfolio,3200000,2017,4,45000,5,4,2,1,1,19.33,1999,177,Jaguar
4883,Fiat Linea Emotion (Diesel),265000,2010,11,61000,5,4,2,2,2,20.4,1248,91,Fiat
4884,Maruti Swift Dzire VXi,250000,2009,12,60000,5,3,1,2,3,17.5,1298,85,Maruti
4885,BMW X4 M Sport X xDrive20d,5400000,2019,2,7500,5,4,2,1,1,16.78,1995,190,BMW
4886,Maruti Wagon R PRIMEA,120000,2006,15,90000,5,3,1,2,2,18.9,998,67,Maruti
4887,Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,2013,8,79328,7,4,3,2,2,12.99,2494,100,Toyota
4888,Mahindra TUV 300 T4,600000,2016,5,60000,7,4,1,2,1,18.49,1493,100,Mahindra
4889,Hyundai EON Magna Plus,280000,2015,6,60000,5,3,1,2,2,21.1,814,55,Hyundai
4890,Maruti Zen Estilo 1.1 LXI BSIII,150000,2007,14,35000,5,3,1,2,1,18.2,1061,64,Maruti
4891,Nissan Terrano XL D Option,840000,2018,3,30000,5,4,1,2,1,19.87,1461,83,Nissan
4892,Hyundai i10 Magna,142000,2009,12,110000,5,3,1,2,1,20.36,1197,78,Hyundai
4893,Toyota Innova Crysta 2.8 ZX AT BSIV,2175000,2017,4,50000,7,4,1,1,1,11.36,2755,171,Toyota
4894,Tata Indica V2 eLS,160000,2014,7,90000,5,4,1,2,1,25,1396,69,Tata
4895,Volvo XC40 D4 Inscription BSIV,3800000,2019,2,20000,5,4,1,1,1,18,1969,190,Volvo
4896,Tata Indigo CS LS (TDI) BS-III,440000,2016,5,20000,5,4,1,2,1,19.09,1405,69,Tata
4897,Maruti Ertiga VXI,535000,2013,8,90000,7,3,1,2,3,16.02,1373,93,Maruti
4898,Toyota Etios Liva VD,387000,2015,6,170000,5,4,1,2,1,23.59,1364,67,Toyota
4899,Toyota Innova Crysta 2.5 VX BS IV,800000,2011,10,60000,7,4,1,2,1,12.8,2494,102,Toyota
4900,Hyundai Verna 1.6 SX,545000,2014,7,80000,5,4,1,2,2,22.32,1582,126,Hyundai
4901,Honda City i DTEC VX,700000,2015,6,140000,5,4,1,2,2,25.1,1498,98,Honda
4902,Tata Indigo CS eLX BS IV,155000,2012,9,50000,5,4,1,2,1,23.03,1396,69,Tata
4903,Chevrolet Beat LT,145000,2012,9,120000,5,3,1,2,1,18.6,1199,79,Chevrolet
4904,Maruti Omni E MPI STD BS IV,190000,2016,5,70000,8,3,1,2,2,16.8,796,34,Maruti
4905,Hyundai Verna VTVT 1.6 AT SX Option,1270000,2019,2,20000,5,3,1,1,1,17,1591,121,Hyundai
4906,Maruti Ritz VDi,475000,2016,5,110000,5,4,1,2,1,23.2,1248,73,Maruti
4907,Mahindra TUV 300 T8,700000,2015,6,58945,7,4,1,2,1,18.49,1493,100,Mahindra
4908,Ford Figo Diesel Titanium,260000,2010,11,70000,5,4,1,2,1,20,1399,68,Ford
4909,Hyundai Verna 1.6 SX,350000,2012,9,120000,5,4,1,2,3,22.32,1582,126,Hyundai
4910,Honda City i-VTEC CVT VX,795000,2017,4,41000,5,3,2,1,1,18,1497,117,Honda
4911,Hyundai Creta 1.6 CRDi SX Plus,1200000,2017,4,25000,5,4,1,2,1,19.67,1582,126,Hyundai
4912,Maruti Swift ZXI ABS,130000,2005,16,120000,5,3,1,2,2,16.1,1298,88,Maruti
4913,Honda City i VTEC VX,725000,2014,7,120000,5,3,1,2,1,17.4,1497,117,Honda
4914,Maruti Swift AMT ZXI,600000,2018,3,69779,5,3,2,1,1,22,1197,81,Maruti
4915,Maruti Omni 8 Seater BSIV,160000,2012,9,62000,5,3,1,2,1,14,796,35,Maruti
4916,Maruti Wagon R LXI CNG,320000,2016,5,43000,5,1,1,2,2,26.6,998,58,Maruti
4917,Mahindra Scorpio S4 9 Seater,999000,2014,7,25000,9,4,1,2,1,15.4,2179,120,Mahindra
4918,Toyota Etios VX,625000,2017,4,25538,5,3,3,2,1,16.78,1496,88,Toyota
4919,Maruti A-Star Vxi,130000,2009,12,90000,5,3,1,2,2,19,998,66,Maruti
4920,Toyota Camry 2.5 Hybrid,2000000,2016,5,68089,5,3,3,1,1,19.16,2494,157,Toyota
4921,Maruti Wagon R LXI BS IV,240000,2013,8,108916,5,3,1,2,2,20.51,998,67,Maruti
4922,Ford Ecosport 1.5 DV5 MT Trend,800000,2018,3,37161,5,4,2,2,1,22.7,1498,89,Ford
4923,Maruti Swift Dzire VDi,240000,2009,12,70000,5,4,1,2,2,19.3,1248,73,Maruti
4924,Maruti 800 AC,50000,2004,17,50000,4,3,1,2,1,16.1,796,37,Maruti
4925,Skoda Rapid Ultima 1.6 TDI Elegance,380000,2013,8,90000,5,4,1,2,2,20.5,1598,103,Skoda
4926,Lexus ES 300h,5150000,2019,2,20000,5,3,2,1,1,22.37,2487,214,Lexus
4927,Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,2013,8,79328,7,4,3,2,2,12.99,2494,100,Toyota
4928,Honda City 1.5 V MT,380000,2010,11,85000,5,3,1,2,2,17,1497,118,Honda
4929,Tata Manza Aura Safire,225000,2011,10,35000,5,3,1,2,1,15,1368,90,Tata
4930,Tata Manza Club Class Quadrajet90 VX,280000,2013,8,80000,5,4,1,2,1,21.02,1248,88,Tata
4931,Mahindra Scorpio Intelli Hybrid S6 Plus,1100000,2017,4,45000,7,4,1,2,1,15.4,2179,120,Mahindra
4932,Toyota Innova Crysta 2.8 GX AT 8S BSIV,1800000,2018,3,20000,8,4,2,1,1,11.36,2755,171,Toyota
4933,Tata Indica Vista TDI LS,175000,2012,9,90000,5,4,1,2,3,19.4,1405,70,Tata
4934,Renault KWID RXL,250000,2017,4,40000,5,3,1,2,1,25.17,799,53,Renault
4935,Tata Indigo CS eVX,227999,2013,8,60000,5,4,1,2,2,25,1396,69,Tata
4936,Maruti Alto 800 CNG LXI,178000,2013,8,70000,5,1,1,2,2,30.46,796,47,Maruti
4937,Maruti Alto K10 VXI,320000,2017,4,32000,5,3,1,2,2,23.95,998,67,Maruti
4938,Hyundai Santro Sportz AMT BSIV,466000,2019,2,25000,5,3,1,1,4,20.3,1086,68,Hyundai
4939,Mahindra Xylo D2,450000,2011,10,56000,8,4,1,2,1,13,2489,95,Mahindra
4940,Mercedes-Benz CLA 200 CGI Sport,2550000,2018,3,18000,5,3,2,1,1,15.04,1991,183,Mercedes-Benz
4941,Nissan Micra Diesel XL Optional,400000,2013,8,83000,5,4,1,2,1,23.08,1461,63,Nissan
4942,Mahindra Quanto C8,300000,2013,8,120000,7,4,1,2,2,17.21,1493,100,Mahindra
4943,Mahindra Scorpio SLX 4WD,375000,2008,13,136500,8,4,1,2,4,12.7,2609,120,Mahindra
4944,Maruti Swift ZXI,411000,2013,8,62000,5,3,2,2,1,22,1197,81,Maruti
4945,Hyundai i20 1.4 CRDi Asta,350000,2011,10,90000,5,4,1,2,3,23,1396,90,Hyundai
4946,Maruti 800 AC BSIII,60000,2007,14,62000,4,3,1,2,2,16.1,796,37,Maruti
4947,Hyundai i20 Asta 1.4 CRDi,525000,2012,9,120000,5,4,1,2,1,22.54,1396,88,Hyundai
4948,Skoda Laura Ambiente 2.0 TDI CR MT,270000,2011,10,140000,5,4,1,2,2,20,1968,108,Skoda
4949,Datsun GO T Option BSIV,335000,2016,5,40000,5,3,2,2,1,20.63,1198,67,Datsun
4950,Hyundai Grand i10 CRDi Sportz,330000,2016,5,63000,5,4,1,2,3,24,1120,70,Hyundai
4951,Hyundai Verna Transform VGT CRDi,220000,2010,11,80000,5,4,1,2,2,16.2,1493,110,Hyundai
4952,Honda Civic ZX,2000000,2019,2,24857,5,3,2,1,1,16.5,1799,139,Honda
4953,Ford Fiesta EXi 1.4 TDCi Ltd,300000,2011,10,110000,5,4,1,2,3,17.8,1399,68,Ford
4954,Mahindra Thar CRDe,800000,2017,4,60000,6,4,1,2,2,16.55,2498,105,Mahindra
4955,Hyundai i20 Magna 1.4 CRDi (Diesel),451999,2013,8,69000,5,4,1,2,1,21.9,1396,88,Hyundai
4956,Hyundai Elite i20 Magna Plus BSIV,610000,2019,2,2000,5,3,1,2,1,18.6,1197,81,Hyundai
4957,Maruti Ertiga ZDI,680000,2014,7,64000,7,4,1,2,2,20.77,1248,88,Maruti
4958,Tata Sumo CX,250999,2012,9,120000,7,4,1,2,4,15.3,2956,83,Tata
4959,Hyundai Grand i10 1.2 CRDi Sportz,450000,2017,4,56290,5,4,2,2,1,24,1186,73,Hyundai
4960,Tata Indica Vista Quadrajet VX,150000,2012,9,110000,5,4,1,2,1,22.3,1248,74,Tata
4961,Maruti Swift Dzire VXI,450000,2014,7,30000,5,3,1,2,1,19.1,1197,85,Maruti
4962,Tata Safari Storme EX,503000,2015,6,110000,7,4,1,2,1,14.1,2179,147,Tata
4963,Fiat Grande Punto 1.3 Emotion (Diesel),254999,2011,10,100000,5,4,1,2,3,20.3,1248,75,Fiat
4964,Maruti Swift VDI Optional,600000,2016,5,47000,5,4,1,2,1,25.2,1248,74,Maruti
4965,Volvo XC40 D4 R-Design,3400000,2018,3,22000,5,4,2,1,1,18,1969,190,Volvo
4966,Maruti Wagon R AMT VXI Option,472000,2018,3,30000,5,3,1,1,1,20.51,998,67,Maruti
4967,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,650000,2016,5,50000,5,4,1,2,1,22.77,1498,98,Ford
4968,Volkswagen Polo GT TSI,550000,2014,7,31000,5,3,2,1,2,17.21,1197,103,Volkswagen
4969,Hyundai EON Sportz,180000,2011,10,35000,5,3,1,2,1,21.1,814,55,Hyundai
4970,Maruti Swift Dzire VDi,225000,2009,12,120000,5,4,1,2,3,19.3,1248,73,Maruti
4971,Honda BRV i-VTEC V MT,725000,2016,5,140000,7,3,1,2,1,15.4,1497,117,Honda
4972,Mahindra Verito 1.6 G6 Executive BSIII,350000,2013,8,70000,5,3,1,2,1,13.87,1598,86,Mahindra
4973,Maruti Wagon R VXI 1.2,300000,2014,7,35000,5,3,1,2,1,20.52,1197,81,Maruti
4974,Hyundai Grand i10 Asta Option,375000,2014,7,60000,5,3,1,2,1,18.9,1197,82,Hyundai
4975,Renault Duster 110PS Diesel RxL,500000,2012,9,110000,5,4,1,2,2,19.01,1461,108,Renault
4976,Tata Safari DICOR 2.2 LX 4x2,425000,2011,10,60000,7,4,1,2,2,13.93,2179,138,Tata
4977,Hyundai i20 Magna,320000,2013,8,31377,5,3,1,2,2,18.5,1197,82,Hyundai
4978,Maruti Ertiga SHVS VDI,710000,2017,4,50000,7,4,1,2,1,24.52,1248,88,Maruti
4979,Hyundai Xcent 1.2 VTVT S,509999,2019,2,40000,5,3,1,2,1,20.14,1197,81,Hyundai
4980,Mahindra Verito 1.5 D2 BSIV,140000,2012,9,120000,5,4,1,2,2,21.03,1461,65,Mahindra
4981,Renault Duster 110PS Diesel RxZ,480000,2012,9,55735,5,4,1,2,2,19.01,1461,108,Renault
4982,Maruti Celerio VXI,350000,2015,6,29000,5,3,1,2,1,23.1,998,67,Maruti
4983,Skoda Octavia Elegance 1.8 TSI AT,1600000,2017,4,33000,5,3,2,1,2,14.7,1798,177,Skoda
4984,Mahindra Bolero 2011-2019 SLE,375000,2015,6,80000,7,4,1,2,1,15.96,2523,62,Mahindra
4985,Ford EcoSport 1.5 TDCi Platinum Edition BSIV,850000,2017,4,60000,5,4,1,2,1,22.77,1498,98,Ford
4986,Hyundai i20 Magna 1.4 CRDi (Diesel),325000,2013,8,70000,5,4,1,2,3,21.9,1396,88,Hyundai
4987,Honda Amaze V Petrol BSIV,700000,2019,2,4500,5,3,1,2,1,19.5,1199,88,Honda
4988,Honda Jazz 1.2 VX i VTEC,675000,2018,3,24265,5,3,2,2,1,18.7,1199,88,Honda
4989,Hyundai Verna SX Diesel,550000,2013,8,80000,5,4,2,2,1,25,1493,113,Hyundai
4990,Hyundai Xcent 1.2 Kappa S,480000,2014,7,30000,5,3,1,2,1,19.1,1197,82,Hyundai
4991,Tata Tiago 1.05 Revotorq XM,360000,2017,4,50000,5,4,1,2,1,27.28,1047,69,Tata
4992,Maruti Swift VXI 2018,550000,2018,3,5000,5,3,1,2,1,22,1197,81,Maruti
4993,BMW X1 sDrive20d M Sport,1075000,2011,10,42545,5,4,2,1,1,19.62,1998,190,BMW
4994,Chevrolet Spark 1.0 PS,95000,2011,10,44000,5,3,1,2,2,16,995,63,Chevrolet
4995,Maruti Wagon R VXI,98000,2005,16,70000,5,3,1,2,2,18.9,998,67,Maruti
4996,Volvo V40 D3 R-Design,2475000,2018,3,2000,5,4,2,1,1,16.8,1984,150,Volvo
4997,Hyundai Getz 1.1 GLE,65000,2007,14,70000,5,3,1,2,3,15,1086,66,Hyundai
4998,Tata Zest Quadrajet 1.3 XM,325000,2016,5,50000,5,4,1,2,1,23,1248,88,Tata
4999,Ford Endeavour 2.5L 4X2 MT,400000,2004,17,93415,7,4,2,2,1,13.1,2499,141,Ford
5000,Hyundai i20 Asta 1.2,360000,2013,8,30000,5,3,1,2,1,18.5,1197,82,Hyundai
5001,Maruti Wagon R VXI BS IV,320000,2014,7,70000,5,3,1,2,1,20.51,998,67,Maruti
5002,Volkswagen Ameo 1.2 MPI Highline Plus 16,650000,2017,4,18816,5,3,2,2,1,17,1198,73,Volkswagen
5003,Maruti Baleno Delta Automatic,685000,2019,2,19000,5,3,1,1,1,21.4,1197,83,Maruti
5004,Mahindra Bolero 2011-2019 DI BSIII,350000,2014,7,167000,8,4,1,2,2,13.6,2523,63,Mahindra
5005,Ford Figo 1.5D Base MT,350000,2015,6,110000,5,4,1,2,2,25.83,1498,99,Ford
5006,Hyundai i20 Asta 1.4 CRDi,425000,2013,8,60000,5,4,1,2,1,21.27,1396,88,Hyundai
5007,Hyundai Santro Xing GLS,165000,2010,11,56000,5,3,1,2,3,17.92,1086,62,Hyundai
5008,Renault KWID RXT,310000,2016,5,27500,5,3,1,2,1,25.17,799,53,Renault
5009,Maruti Celerio VXI,411000,2016,5,25000,5,3,1,2,2,23.1,998,67,Maruti
5010,Mahindra Marazzo M8,1460000,2019,2,5000,7,4,1,2,1,17.3,1497,121,Mahindra
5011,Maruti Alto 800 LX Optional,250000,2017,4,42000,5,3,1,2,1,24.7,796,47,Maruti
5012,Chevrolet Aveo U-VA 1.2 LS,80000,2008,13,70000,5,3,1,2,2,15.26,1150,74,Chevrolet
5013,Tata Manza ELAN Quadrajet BS IV,265000,2011,10,120000,5,4,1,2,1,21.12,1248,88,Tata
5014,Maruti Eeco CNG 5 Seater AC BSIV,399000,2020,1,5000,5,1,1,2,1,21.94,1196,61,Maruti
5015,Tata Tiago 1.05 Revotorq XZ,400000,2016,5,35000,5,4,1,2,2,27.28,1047,69,Tata
5016,Maruti Baleno Alpha 1.3,740000,2018,3,38817,5,4,2,2,1,27.39,1248,74,Maruti
5017,Ford Fiesta 1.4 TDCi EXI,150000,2005,16,120000,5,4,1,2,3,17.8,1399,68,Ford
5018,Maruti Ritz VDi,425000,2014,7,70000,5,4,1,2,1,23.2,1248,73,Maruti
5019,Maruti Alto LXi,130000,2010,11,28000,5,3,1,2,2,19.7,796,46,Maruti
5020,Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,2017,4,9000,5,4,2,1,1,13.6,1999,177,Jaguar
5021,Maruti Ritz VDi,300000,2013,8,120000,5,4,1,2,2,23.2,1248,73,Maruti
5022,Maruti Zen VXi - BS III,120000,2003,18,120000,5,3,1,2,3,17.3,993,60,Maruti
5023,Hyundai Xcent 1.2 Kappa S Option,500000,2014,7,65000,5,3,1,2,1,19.1,1197,81,Hyundai
5024,Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,2013,8,79328,7,4,3,2,2,12.99,2494,100,Toyota
5025,Mahindra Bolero DI,370000,2011,10,120000,7,4,1,2,3,13.6,2523,63,Mahindra
5026,Toyota Etios VX,625000,2017,4,25538,5,3,3,2,1,16.78,1496,88,Toyota
5027,Maruti Omni 8 Seater BSIV,150000,2012,9,35000,5,3,1,2,2,14,796,35,Maruti
5028,Maruti Baleno Delta Automatic,600000,2019,2,20000,5,3,1,1,1,21.4,1197,83,Maruti
5029,Mahindra Bolero Power Plus SLE,740000,2019,2,35000,7,4,1,2,1,16.5,1493,70,Mahindra
5030,BMW X4 M Sport X xDrive20d,5400000,2019,2,7500,5,4,2,1,1,16.78,1995,190,BMW
5031,Maruti Alto LX,110000,2007,14,120000,5,3,1,2,2,19.7,796,46,Maruti
5032,Hyundai i20 1.4 CRDi Asta,350000,2012,9,110000,5,4,1,2,3,23,1396,90,Hyundai
5033,Tata Indica Vista Aqua 1.4 TDI,140000,2011,10,200000,5,4,1,2,2,17,1405,71,Tata
5034,Maruti Eeco 5 Seater AC BSIV,420000,2019,2,10000,5,3,1,2,1,15.37,1196,73,Maruti
5035,Maruti Swift AMT ZXI,650000,2019,2,33000,5,3,1,1,1,21.21,1197,81,Maruti
5036,Maruti Celerio VXI AT,411000,2015,6,23999,5,3,2,1,1,23.1,998,67,Maruti
5037,Mahindra Scorpio 1.99 S4,800000,2015,6,70000,7,4,1,2,1,15.4,1997,120,Mahindra
5038,Maruti Alto LXi,130000,2007,14,88700,5,3,1,2,3,19.7,796,46,Maruti
5039,Maruti Ignis 1.2 AMT Alpha BSIV,550000,2017,4,40000,5,3,1,1,1,20.89,1197,81,Maruti
5040,Maruti Alto K10 2010-2014 VXI,225000,2011,10,30000,5,3,1,2,1,20.92,998,67,Maruti
5041,Hyundai Creta 1.6 CRDi SX,1050000,2017,4,60000,5,4,1,2,1,19.67,1582,126,Hyundai
5042,Volvo XC40 D4 Inscription BSIV,3800000,2019,2,20000,5,4,1,1,1,18,1969,190,Volvo
5043,Honda Jazz VX,550000,2016,5,56494,5,3,3,2,1,18.2,1199,88,Honda
5044,Hyundai EON Magna Plus,270000,2015,6,43000,5,3,1,2,1,21.1,814,55,Hyundai
5045,Toyota Innova 2.5 V Diesel 8-seater,911000,2012,9,155000,8,4,2,2,1,12.8,2494,102,Toyota
5046,Honda City i-VTEC VX,1180000,2018,3,5500,5,3,1,2,1,17.4,1497,117,Honda
5047,Maruti Swift VXI Deca,470000,2016,5,23700,5,3,1,2,1,20.4,1197,81,Maruti
5048,Mahindra Logan Diesel 1.5 DLE,180000,2011,10,190000,5,4,1,2,3,19.2,1461,65,Mahindra
5049,Mahindra XUV500 W8 AWD,1050000,2015,6,65000,7,4,1,2,1,15.1,2179,140,Mahindra
5050,Maruti Ertiga VXI,600000,2015,6,40000,7,3,1,2,2,16.02,1373,93,Maruti
5051,Renault KWID RXT,240000,2016,5,59300,5,3,1,2,1,25.17,799,53,Renault
5052,Toyota Camry 2.5 Hybrid,2000000,2016,5,68089,5,3,3,1,1,19.16,2494,157,Toyota
5053,Mahindra Bolero 2011-2019 ZLX,500000,2013,8,50000,7,4,1,2,1,15.96,2523,62,Mahindra
